category,sample_id,visible_token_ratio,visible_char_ratio,gold_char_recall,fully_visible_span_rate,partially_visible_span_rate,fully_truncated_span_rate,n_valid_spans,max_offset_end
D,case_e1a1eabb7859833d,1.0,1.0,0.0,0.0,0.0,0.0,0,165
D,case_5553bf8d0da6c306,1.0,1.0,0.0,0.0,0.0,0.0,0,167
D,case_1be2c82e1a07e0be,1.0,1.0,0.0,0.0,0.0,0.0,0,289
D,case_4d71300124dfb072,1.0,1.0,0.0,0.0,0.0,0.0,0,335
D,case_99562eca1557b824,1.0,1.0,0.0,0.0,0.0,0.0,0,382
D,case_00fe7ed699f8e74c,1.0,1.0,0.0,0.0,0.0,0.0,0,232
D,case_3d658854f0c847a2,1.0,1.0,0.0,0.0,0.0,0.0,0,363
D,case_42ff426da64b0fcd,1.0,1.0,0.0,0.0,0.0,0.0,0,202
D,case_9566d34902643687,1.0,1.0,0.0,0.0,0.0,0.0,0,147
D,case_0a693d0dc8e66bfd,1.0,1.0,0.0,0.0,0.0,0.0,0,246
D,case_5638b5407737716c,1.0,1.0,0.0,0.0,0.0,0.0,0,140
D,case_26563340650b46b7,1.0,1.0,0.0,0.0,0.0,0.0,0,245
D,case_8e8a5350713ce64b,1.0,1.0,0.0,0.0,0.0,0.0,0,176
D,case_a6396405abec92a0,1.0,1.0,0.0,0.0,0.0,0.0,0,203
D,case_cfe7c05c8d24cbc3,1.0,1.0,0.0,0.0,0.0,0.0,0,211
D,case_da256a46e9eb821c,1.0,1.0,0.0,0.0,0.0,0.0,0,418
D,case_beb2660be7382ebf,1.0,1.0,0.0,0.0,0.0,0.0,0,88
D,case_11cf91fe05373495,1.0,1.0,0.0,0.0,0.0,0.0,0,192
D,case_9c106d44dbea871a,1.0,1.0,0.0,0.0,0.0,0.0,0,389
D,case_032d15bda3bca5fa,1.0,1.0,0.0,0.0,0.0,0.0,0,75
D,case_78b17cc19d302d5f,1.0,1.0,0.0,0.0,0.0,0.0,0,214
D,case_946c747043e55c2c,1.0,1.0,0.0,0.0,0.0,0.0,0,370
D,case_90a294365ab5ac36,1.0,1.0,0.0,0.0,0.0,0.0,0,400
D,case_9566d34902643687,1.0,1.0,0.0,0.0,0.0,0.0,0,147
D,case_59d4da4bd58fd9e7,1.0,1.0,0.0,0.0,0.0,0.0,0,108
D,case_41777f83c0f449cd,1.0,1.0,0.0,0.0,0.0,0.0,0,309
D,case_634946c01b261aee,1.0,1.0,0.0,0.0,0.0,0.0,0,337
D,case_695ae3d8c77cf2b5,1.0,1.0,0.0,0.0,0.0,0.0,0,442
D,case_d535280ea139ce34,1.0,1.0,0.0,0.0,0.0,0.0,0,234
D,case_f9cfb69c9087e993,1.0,1.0,0.0,0.0,0.0,0.0,0,308
D,case_98f434282b3acaf6,1.0,1.0,0.0,0.0,0.0,0.0,0,376
D,case_6f508eb343af2b6e,1.0,1.0,0.0,0.0,0.0,0.0,0,180
D,case_6216f523a215f453,1.0,1.0,0.0,0.0,0.0,0.0,0,193
D,case_33cac839b9be0143,1.0,1.0,0.0,0.0,0.0,0.0,0,70
D,case_780863056677c1e3,1.0,1.0,0.0,0.0,0.0,0.0,0,213
D,case_e098c8afb24ba38f,1.0,1.0,0.0,0.0,0.0,0.0,0,268
D,case_3e58cd460a693c89,1.0,1.0,0.0,0.0,0.0,0.0,0,133
D,case_030d5290428c6aeb,1.0,1.0,0.0,0.0,0.0,0.0,0,223
D,case_c844dad93470b6ca,1.0,1.0,0.0,0.0,0.0,0.0,0,86
D,case_0a693d0dc8e66bfd,1.0,1.0,0.0,0.0,0.0,0.0,0,246
D,case_bae0ae3decd55c59,1.0,1.0,0.0,0.0,0.0,0.0,0,297
D,case_d0d60247c9ea30c8,1.0,1.0,0.0,0.0,0.0,0.0,0,524
D,case_59d4da4bd58fd9e7,1.0,1.0,0.0,0.0,0.0,0.0,0,108
D,case_8d301d7f1ad51b18,1.0,1.0,0.0,0.0,0.0,0.0,0,230
D,case_99176068d2d61339,1.0,1.0,0.0,0.0,0.0,0.0,0,252
D,case_e0de894ed5496bb4,1.0,1.0,0.0,0.0,0.0,0.0,0,523
D,case_33fe639e59ef119d,1.0,1.0,0.0,0.0,0.0,0.0,0,290
D,case_5470027df9fbf79d,1.0,1.0,0.0,0.0,0.0,0.0,0,300
D,case_9c106d44dbea871a,1.0,1.0,0.0,0.0,0.0,0.0,0,389
D,case_bdfceca5214f7965,1.0,1.0,0.0,0.0,0.0,0.0,0,90
D,case_781dea5fc76af568,1.0,1.0,0.0,0.0,0.0,0.0,0,159
D,case_e2697f3615dcb6e5,1.0,1.0,0.0,0.0,0.0,0.0,0,903
D,case_e1d1e77eb76dc567,1.0,1.0,0.0,0.0,0.0,0.0,0,181
D,case_42ff426da64b0fcd,1.0,1.0,0.0,0.0,0.0,0.0,0,202
D,case_163d858b5d36bcd6,1.0,1.0,0.0,0.0,0.0,0.0,0,271
D,case_d43b24a2d58e64c8,1.0,1.0,0.0,0.0,0.0,0.0,0,480
D,case_5559c92c2eaeb760,1.0,1.0,0.0,0.0,0.0,0.0,0,291
D,case_f9cfb69c9087e993,1.0,1.0,0.0,0.0,0.0,0.0,0,308
D,case_6a3d27fc83c2ed3e,1.0,1.0,0.0,0.0,0.0,0.0,0,276
D,case_9369cffb4f69ccb1,1.0,1.0,0.0,0.0,0.0,0.0,0,350
D,case_d17009e23441ab38,1.0,1.0,0.0,0.0,0.0,0.0,0,198
D,case_6216f523a215f453,1.0,1.0,0.0,0.0,0.0,0.0,0,193
D,case_45fc4e979e95036e,1.0,1.0,0.0,0.0,0.0,0.0,0,448
D,case_fbe1e5a64a2e008c,1.0,1.0,0.0,0.0,0.0,0.0,0,483
D,case_3721add5bdce9216,1.0,1.0,0.0,0.0,0.0,0.0,0,64
D,case_dd6b24b067ea81e9,1.0,1.0,0.0,0.0,0.0,0.0,0,125
D,case_f02d7cf469f5153a,1.0,1.0,0.0,0.0,0.0,0.0,0,179
D,case_372a9e547a7bd0bf,1.0,1.0,0.0,0.0,0.0,0.0,0,96
D,case_eade422569145aca,1.0,1.0,0.0,0.0,0.0,0.0,0,85
D,case_418072325b62dd43,1.0,1.0,0.0,0.0,0.0,0.0,0,77
D,case_fbdb8f8d196d8c77,1.0,1.0,0.0,0.0,0.0,0.0,0,191
D,case_eebb56afa3a5776e,1.0,1.0,0.0,0.0,0.0,0.0,0,112
D,case_dd6b24b067ea81e9,1.0,1.0,0.0,0.0,0.0,0.0,0,125
D,case_42ff426da64b0fcd,1.0,1.0,0.0,0.0,0.0,0.0,0,202
D,case_8d77fa37563469d5,1.0,1.0,0.0,0.0,0.0,0.0,0,236
D,case_0c7de334ef3e32d9,1.0,1.0,0.0,0.0,0.0,0.0,0,355
D,case_e098c8afb24ba38f,1.0,1.0,0.0,0.0,0.0,0.0,0,268
D,case_d17009e23441ab38,1.0,1.0,0.0,0.0,0.0,0.0,0,198
D,case_61574c49743f48df,1.0,1.0,0.0,0.0,0.0,0.0,0,224
D,case_4f91d620b8d3b13d,1.0,1.0,0.0,0.0,0.0,0.0,0,413
D,case_6f9b9858ee3edd6d,1.0,1.0,0.0,0.0,0.0,0.0,0,326
D,case_09385c87c9fad8c5,1.0,1.0,0.0,0.0,0.0,0.0,0,328
D,case_0aa3d8b77f94d899,1.0,1.0,0.0,0.0,0.0,0.0,0,171
D,case_ec24fc20cd66c9c6,1.0,1.0,0.0,0.0,0.0,0.0,0,323
D,case_7b8b2355d9bf3c07,1.0,1.0,0.0,0.0,0.0,0.0,0,233
D,case_d7ee2576daa1b4b7,1.0,1.0,0.0,0.0,0.0,0.0,0,228
D,case_5787837fc1eac427,1.0,1.0,0.0,0.0,0.0,0.0,0,280
D,case_08c65b0d1736c1c6,1.0,1.0,0.0,0.0,0.0,0.0,0,138
D,case_a88ddd78320503cf,1.0,1.0,0.0,0.0,0.0,0.0,0,288
D,case_e544bb28c4af7ec6,1.0,1.0,0.0,0.0,0.0,0.0,0,150
D,case_a88ddd78320503cf,1.0,1.0,0.0,0.0,0.0,0.0,0,288
D,case_08cf42eb108b0214,1.0,1.0,0.0,0.0,0.0,0.0,0,102
D,case_09974978e19f3bb2,1.0,1.0,0.0,0.0,0.0,0.0,0,359
D,case_2d89115fc9747a99,1.0,1.0,0.0,0.0,0.0,0.0,0,371
D,case_f4e66a9f2064dea7,1.0,1.0,0.0,0.0,0.0,0.0,0,201
D,case_7fb8167f55d229f0,1.0,1.0,0.0,0.0,0.0,0.0,0,347
D,case_86632918dabb96fb,1.0,1.0,0.0,0.0,0.0,0.0,0,151
D,case_87e9810bfbfe599a,1.0,1.0,0.0,0.0,0.0,0.0,0,182
D,case_4e69a4771e2d535b,1.0,1.0,0.0,0.0,0.0,0.0,0,357
D,case_cf855388dac67b74,1.0,1.0,0.0,0.0,0.0,0.0,0,106
D,case_3e58cd460a693c89,1.0,1.0,0.0,0.0,0.0,0.0,0,133
D,case_e4b819c870f5d711,1.0,1.0,0.0,0.0,0.0,0.0,0,263
D,case_9ca472b10157d297,1.0,1.0,0.0,0.0,0.0,0.0,0,134
D,case_26563340650b46b7,1.0,1.0,0.0,0.0,0.0,0.0,0,245
D,case_0d1d86eff47d09b3,1.0,1.0,0.0,0.0,0.0,0.0,0,20
D,case_372a9e547a7bd0bf,1.0,1.0,0.0,0.0,0.0,0.0,0,96
D,case_6ede7089fd64dc00,1.0,1.0,0.0,0.0,0.0,0.0,0,111
D,case_11cf91fe05373495,1.0,1.0,0.0,0.0,0.0,0.0,0,192
D,case_6a3d27fc83c2ed3e,1.0,1.0,0.0,0.0,0.0,0.0,0,276
D,case_9b2bbcd05dc6e75d,1.0,1.0,0.0,0.0,0.0,0.0,0,139
D,case_cfe7c05c8d24cbc3,1.0,1.0,0.0,0.0,0.0,0.0,0,211
D,case_c69e82367095bed6,1.0,1.0,0.0,0.0,0.0,0.0,0,281
D,case_2747681610897b8d,1.0,1.0,0.0,0.0,0.0,0.0,0,412
D,case_950367e0ea4c8f3e,1.0,1.0,0.0,0.0,0.0,0.0,0,91
D,case_1237d58d7c954f5b,1.0,1.0,0.0,0.0,0.0,0.0,0,166
D,case_dc9b5a81529af34e,1.0,1.0,0.0,0.0,0.0,0.0,0,229
D,case_4f2daf059f5daf40,1.0,1.0,0.0,0.0,0.0,0.0,0,260
D,case_99176068d2d61339,1.0,1.0,0.0,0.0,0.0,0.0,0,252
D,case_1675aaa96e59a847,1.0,1.0,0.0,0.0,0.0,0.0,0,126
D,case_204a6816b4c09a90,1.0,1.0,0.0,0.0,0.0,0.0,0,67
D,case_e544bb28c4af7ec6,1.0,1.0,0.0,0.0,0.0,0.0,0,150
D,case_8463559eb6d1503c,1.0,1.0,0.0,0.0,0.0,0.0,0,293
D,case_3d658854f0c847a2,1.0,1.0,0.0,0.0,0.0,0.0,0,363
D,case_d17009e23441ab38,1.0,1.0,0.0,0.0,0.0,0.0,0,198
D,case_78b17cc19d302d5f,1.0,1.0,0.0,0.0,0.0,0.0,0,214
D,case_1187329c9b722e0d,1.0,1.0,0.0,0.0,0.0,0.0,0,322
D,case_28220d59b33c6049,1.0,1.0,0.0,0.0,0.0,0.0,0,200
D,case_28220d59b33c6049,1.0,1.0,0.0,0.0,0.0,0.0,0,200
D,case_d18234960d3ca3c0,1.0,1.0,0.0,0.0,0.0,0.0,0,158
D,case_163d858b5d36bcd6,1.0,1.0,0.0,0.0,0.0,0.0,0,271
D,case_2df252cb5704670f,1.0,1.0,0.0,0.0,0.0,0.0,0,206
D,case_42a50e543ea8a0c8,1.0,1.0,0.0,0.0,0.0,0.0,0,460
D,case_3316866177db3a18,1.0,1.0,0.0,0.0,0.0,0.0,0,320
D,case_81df1be86ebe87aa,1.0,1.0,0.0,0.0,0.0,0.0,0,386
D,case_47edb1bf4aeac12c,1.0,1.0,0.0,0.0,0.0,0.0,0,143
D,case_9272c6d7b5e61519,1.0,1.0,0.0,0.0,0.0,0.0,0,154
D,case_f63a4fbe0a499fad,1.0,1.0,0.0,0.0,0.0,0.0,0,278
D,case_cb18837b0369f740,1.0,1.0,0.0,0.0,0.0,0.0,0,117
D,case_18d93ac07a45f230,1.0,1.0,0.0,0.0,0.0,0.0,0,113
D,case_4d71300124dfb072,1.0,1.0,0.0,0.0,0.0,0.0,0,335
D,case_0d1d86eff47d09b3,1.0,1.0,0.0,0.0,0.0,0.0,0,20
D,case_fb436995f4b8ff5c,1.0,1.0,0.0,0.0,0.0,0.0,0,408
D,case_8912651bcf0a7ee9,1.0,1.0,0.0,0.0,0.0,0.0,0,92
D,case_c844dad93470b6ca,1.0,1.0,0.0,0.0,0.0,0.0,0,86
D,case_11cf91fe05373495,1.0,1.0,0.0,0.0,0.0,0.0,0,192
D,case_8e6329ca44666663,1.0,1.0,0.0,0.0,0.0,0.0,0,529
D,case_7f0344d42516195f,1.0,1.0,0.0,0.0,0.0,0.0,0,339
D,case_61574c49743f48df,1.0,1.0,0.0,0.0,0.0,0.0,0,224
D,case_22b0c876b90d0b5b,1.0,1.0,0.0,0.0,0.0,0.0,0,172
D,case_3316866177db3a18,1.0,1.0,0.0,0.0,0.0,0.0,0,320
D,case_42ff426da64b0fcd,1.0,1.0,0.0,0.0,0.0,0.0,0,202
D,case_7368e8ae8b19cf0b,1.0,1.0,0.0,0.0,0.0,0.0,0,477
D,case_49cc17555c92293e,1.0,1.0,0.0,0.0,0.0,0.0,0,123
D,case_131c37da0a32b286,1.0,1.0,0.0,0.0,0.0,0.0,0,282
D,case_52da56002f952cc3,1.0,1.0,0.0,0.0,0.0,0.0,0,157
D,case_9de29132049f9402,1.0,1.0,0.0,0.0,0.0,0.0,0,130
D,case_0d61ef2be7abc080,1.0,1.0,0.0,0.0,0.0,0.0,0,145
D,case_b83178db4ba9aadf,1.0,1.0,0.0,0.0,0.0,0.0,0,325
D,case_ee131f5ceb7a2127,1.0,1.0,0.0,0.0,0.0,0.0,0,190
D,case_f63a4fbe0a499fad,1.0,1.0,0.0,0.0,0.0,0.0,0,278
D,case_11626a45468ef724,1.0,1.0,0.0,0.0,0.0,0.0,0,218
D,case_eeaa71f53f0292e7,1.0,1.0,0.0,0.0,0.0,0.0,0,121
D,case_7aa57f76f9cb09fa,1.0,1.0,0.0,0.0,0.0,0.0,0,196
D,case_61574c49743f48df,1.0,1.0,0.0,0.0,0.0,0.0,0,224
D,case_9ff94b675dfc32f2,1.0,1.0,0.0,0.0,0.0,0.0,0,394
D,case_65becec7b83959a9,1.0,1.0,0.0,0.0,0.0,0.0,0,135
D,case_9b2bbcd05dc6e75d,1.0,1.0,0.0,0.0,0.0,0.0,0,139
D,case_4f3689c5e1623103,1.0,1.0,0.0,0.0,0.0,0.0,0,80
D,case_5638b5407737716c,1.0,1.0,0.0,0.0,0.0,0.0,0,140
D,case_e30b1c7d6fd59a34,1.0,1.0,0.0,0.0,0.0,0.0,0,402
D,case_67cfd94a33a58a6f,1.0,1.0,0.0,0.0,0.0,0.0,0,257
D,case_e3cd5d37de98f5e7,1.0,1.0,0.0,0.0,0.0,0.0,0,249
D,case_5520822012bed2f3,1.0,1.0,0.0,0.0,0.0,0.0,0,242
D,case_bf656f4cf26dc0a7,1.0,1.0,0.0,0.0,0.0,0.0,0,254
D,case_5e190ff0cfa4c691,1.0,1.0,0.0,0.0,0.0,0.0,0,316
D,case_d18234960d3ca3c0,1.0,1.0,0.0,0.0,0.0,0.0,0,158
D,case_350a4485694dde68,1.0,1.0,0.0,0.0,0.0,0.0,0,142
D,case_acddf2c31f02f6ce,1.0,1.0,0.0,0.0,0.0,0.0,0,162
D,case_f2ea49a0974f0310,1.0,1.0,0.0,0.0,0.0,0.0,0,295
D,case_9d386d8a705863d0,1.0,1.0,0.0,0.0,0.0,0.0,0,348
D,case_1237d58d7c954f5b,1.0,1.0,0.0,0.0,0.0,0.0,0,166
D,case_efce198623468711,1.0,1.0,0.0,0.0,0.0,0.0,0,72
D,case_e23d5952dfe37029,1.0,1.0,0.0,0.0,0.0,0.0,0,240
D,case_22dfdb41d2772a89,1.0,1.0,0.0,0.0,0.0,0.0,0,78
D,case_455918ff3755a42b,1.0,1.0,0.0,0.0,0.0,0.0,0,262
D,case_21e2888f2eb19cb9,1.0,1.0,0.0,0.0,0.0,0.0,0,212
D,case_44afd89ca16bc36a,1.0,1.0,0.0,0.0,0.0,0.0,0,153
D,case_ce31b7ab7ddce94d,1.0,1.0,0.0,0.0,0.0,0.0,0,346
D,case_ac9f7e5c6454e0e3,1.0,1.0,0.0,0.0,0.0,0.0,0,307
D,case_b68db3ec07119a8c,1.0,1.0,0.0,0.0,0.0,0.0,0,261
D,case_67cfd94a33a58a6f,1.0,1.0,0.0,0.0,0.0,0.0,0,257
D,case_b4a58bb24705e942,1.0,1.0,0.0,0.0,0.0,0.0,0,381
D,case_08c65b0d1736c1c6,1.0,1.0,0.0,0.0,0.0,0.0,0,138
D,case_dd6b24b067ea81e9,1.0,1.0,0.0,0.0,0.0,0.0,0,125
D,case_09385c87c9fad8c5,1.0,1.0,0.0,0.0,0.0,0.0,0,328
D,case_c4d049618266b6ef,1.0,1.0,0.0,0.0,0.0,0.0,0,56
D,case_fa4b12a70cb5c6bc,1.0,1.0,0.0,0.0,0.0,0.0,0,62
D,case_61574c49743f48df,1.0,1.0,0.0,0.0,0.0,0.0,0,224
D,case_e2e658440b57c948,1.0,1.0,0.0,0.0,0.0,0.0,0,109
D,case_88037fd7923c5ba0,1.0,1.0,0.0,0.0,0.0,0.0,0,208
D,case_78dbe04f90870751,1.0,1.0,0.0,0.0,0.0,0.0,0,199
D,case_bd8c2fba3916ce4a,1.0,1.0,0.0,0.0,0.0,0.0,0,380
D,case_51479aaa9a506718,1.0,1.0,0.0,0.0,0.0,0.0,0,451
D,case_5c572b6a71a5f3d8,1.0,1.0,0.0,0.0,0.0,0.0,0,110
D,case_ab62da33f894913f,1.0,1.0,0.0,0.0,0.0,0.0,0,356
D,case_d18234960d3ca3c0,1.0,1.0,0.0,0.0,0.0,0.0,0,158
D,case_9566d34902643687,1.0,1.0,0.0,0.0,0.0,0.0,0,147
D,case_3347d25213bb9414,1.0,1.0,0.0,0.0,0.0,0.0,0,239
D,case_78b17cc19d302d5f,1.0,1.0,0.0,0.0,0.0,0.0,0,214
D,case_f2ea49a0974f0310,1.0,1.0,0.0,0.0,0.0,0.0,0,295
D,case_f1edd06af0f4fec7,1.0,1.0,0.0,0.0,0.0,0.0,0,235
D,case_ec24fc20cd66c9c6,1.0,1.0,0.0,0.0,0.0,0.0,0,323
D,case_cdb3a749f4a39545,1.0,1.0,0.0,0.0,0.0,0.0,0,225
D,case_3347d25213bb9414,1.0,1.0,0.0,0.0,0.0,0.0,0,239
D,case_bae0ae3decd55c59,1.0,1.0,0.0,0.0,0.0,0.0,0,297
D,case_4f2daf059f5daf40,1.0,1.0,0.0,0.0,0.0,0.0,0,260
D,case_ce846a99b050c13b,1.0,1.0,0.0,0.0,0.0,0.0,0,195
D,case_dd6b24b067ea81e9,1.0,1.0,0.0,0.0,0.0,0.0,0,125
D,case_3e58cd460a693c89,1.0,1.0,0.0,0.0,0.0,0.0,0,133
D,case_cb7d9a83a69e5be4,1.0,1.0,0.0,0.0,0.0,0.0,0,94
D,case_5720c56c2e3788f9,1.0,1.0,0.0,0.0,0.0,0.0,0,222
D,case_dbc4cc0065bbffcf,1.0,1.0,0.0,0.0,0.0,0.0,0,89
D,case_0aa3d8b77f94d899,1.0,1.0,0.0,0.0,0.0,0.0,0,171
D,case_1c87315dba98293c,1.0,1.0,0.0,0.0,0.0,0.0,0,155
D,case_9ca472b10157d297,1.0,1.0,0.0,0.0,0.0,0.0,0,134
D,case_9566d34902643687,1.0,1.0,0.0,0.0,0.0,0.0,0,147
D,case_7aa57f76f9cb09fa,1.0,1.0,0.0,0.0,0.0,0.0,0,196
D,case_18d93ac07a45f230,1.0,1.0,0.0,0.0,0.0,0.0,0,113
D,case_cdb3a749f4a39545,1.0,1.0,0.0,0.0,0.0,0.0,0,225
D,case_79b6b8587523c4c1,1.0,1.0,0.0,0.0,0.0,0.0,0,237
D,case_0aa3d8b77f94d899,1.0,1.0,0.0,0.0,0.0,0.0,0,171
D,case_780863056677c1e3,1.0,1.0,0.0,0.0,0.0,0.0,0,213
D,case_70dc8f477c2c88d1,1.0,1.0,0.0,0.0,0.0,0.0,0,399
D,case_d6df681b74dca596,1.0,1.0,0.0,0.0,0.0,0.0,0,97
D,case_86632918dabb96fb,1.0,1.0,0.0,0.0,0.0,0.0,0,151
D,case_b8238f08875f0497,1.0,1.0,0.0,0.0,0.0,0.0,0,185
D,case_a7069eaab343fc6f,1.0,1.0,0.0,0.0,0.0,0.0,0,270
D,case_1187329c9b722e0d,1.0,1.0,0.0,0.0,0.0,0.0,0,322
D,case_f5a767408d467573,1.0,1.0,0.0,0.0,0.0,0.0,0,116
D,case_2547d65a300981e5,1.0,1.0,0.0,0.0,0.0,0.0,0,383
D,case_00fe7ed699f8e74c,1.0,1.0,0.0,0.0,0.0,0.0,0,232
D,case_99176068d2d61339,1.0,1.0,0.0,0.0,0.0,0.0,0,252
D,case_6e53385c7e5e64f7,1.0,1.0,0.0,0.0,0.0,0.0,0,99
D,case_6590ed58a6c302a7,1.0,1.0,0.0,0.0,0.0,0.0,0,266
D,case_9ff94b675dfc32f2,1.0,1.0,0.0,0.0,0.0,0.0,0,394
D,case_0101d49c073d3e56,1.0,1.0,0.0,0.0,0.0,0.0,0,177
D,case_e3cd5d37de98f5e7,1.0,1.0,0.0,0.0,0.0,0.0,0,249
D,case_d3370c4bfa72de26,1.0,1.0,0.0,0.0,0.0,0.0,0,706
D,case_e1d1e77eb76dc567,1.0,1.0,0.0,0.0,0.0,0.0,0,181
D,case_7b8b2355d9bf3c07,1.0,1.0,0.0,0.0,0.0,0.0,0,233
D,case_9dfc879e81f55bfe,1.0,1.0,0.0,0.0,0.0,0.0,0,204
D,case_12e469fe19ba1d5a,1.0,1.0,0.0,0.0,0.0,0.0,0,306
D,case_0c0882c0b8275ee0,1.0,1.0,0.0,0.0,0.0,0.0,0,443
D,case_0c5ce6eca5e9e674,1.0,1.0,0.0,0.0,0.0,0.0,0,71
D,case_030d5290428c6aeb,1.0,1.0,0.0,0.0,0.0,0.0,0,223
D,case_5e71bc8d888a9cab,1.0,1.0,0.0,0.0,0.0,0.0,0,226
D,case_372a9e547a7bd0bf,1.0,1.0,0.0,0.0,0.0,0.0,0,96
D,case_61574c49743f48df,1.0,1.0,0.0,0.0,0.0,0.0,0,224
D,case_d18234960d3ca3c0,1.0,1.0,0.0,0.0,0.0,0.0,0,158
D,case_49cc17555c92293e,1.0,1.0,0.0,0.0,0.0,0.0,0,123
D,case_e2e658440b57c948,1.0,1.0,0.0,0.0,0.0,0.0,0,109
D,case_4d71300124dfb072,1.0,1.0,0.0,0.0,0.0,0.0,0,335
D,case_73d52e94ea1e2376,1.0,1.0,0.0,0.0,0.0,0.0,0,169
D,case_5c055cfbae633f9e,1.0,1.0,0.0,0.0,0.0,0.0,0,419
D,case_042553d7e1950410,1.0,1.0,0.0,0.0,0.0,0.0,0,107
D,case_d3d2117ae4d20f86,1.0,1.0,0.0,0.0,0.0,0.0,0,274
D,case_b2948547325c75f6,1.0,1.0,0.0,0.0,0.0,0.0,0,148
D,case_3e58cd460a693c89,1.0,1.0,0.0,0.0,0.0,0.0,0,133
D,case_fa3f9404c30c3a16,1.0,1.0,0.0,0.0,0.0,0.0,0,163
D,case_7e59b79774f6bdcf,1.0,1.0,0.0,0.0,0.0,0.0,0,104
D,case_8b9a85fa86031b46,1.0,1.0,0.0,0.0,0.0,0.0,0,100
D,case_08cf42eb108b0214,1.0,1.0,0.0,0.0,0.0,0.0,0,102
D,case_d85b462512bd8b9e,1.0,1.0,0.0,0.0,0.0,0.0,0,351
D,case_6400b9f81bc462a5,1.0,1.0,0.0,0.0,0.0,0.0,0,332
D,case_99d2bed221a20795,1.0,1.0,0.0,0.0,0.0,0.0,0,473
D,case_56b26b6fbfa240df,1.0,1.0,0.0,0.0,0.0,0.0,0,374
D,case_68e0979a215f236e,1.0,1.0,0.0,0.0,0.0,0.0,0,702
D,case_057c13006a03b727,1.0,1.0,0.0,0.0,0.0,0.0,0,194
D,case_6f84254e6aa3ac13,1.0,1.0,0.0,0.0,0.0,0.0,0,294
D,case_38d108f30dc8b786,1.0,1.0,0.0,0.0,0.0,0.0,0,341
D,case_b83178db4ba9aadf,1.0,1.0,0.0,0.0,0.0,0.0,0,325
D,case_5f130c5ab60755cb,1.0,1.0,0.0,0.0,0.0,0.0,0,231
D,case_a7069eaab343fc6f,1.0,1.0,0.0,0.0,0.0,0.0,0,270
D,case_dbc4cc0065bbffcf,1.0,1.0,0.0,0.0,0.0,0.0,0,89
D,case_769c79f3122436e1,1.0,1.0,0.0,0.0,0.0,0.0,0,273
D,case_e6be4b27b92df6c5,1.0,1.0,0.0,0.0,0.0,0.0,0,265
D,case_e1a1eabb7859833d,1.0,1.0,0.0,0.0,0.0,0.0,0,165
D,case_455918ff3755a42b,1.0,1.0,0.0,0.0,0.0,0.0,0,262
D,case_ab6b99f4380cfa2f,1.0,1.0,0.0,0.0,0.0,0.0,0,73
D,case_5958360f6325109b,1.0,1.0,0.0,0.0,0.0,0.0,0,331
D,case_8b9a85fa86031b46,1.0,1.0,0.0,0.0,0.0,0.0,0,100
D,case_9ca472b10157d297,1.0,1.0,0.0,0.0,0.0,0.0,0,134
D,case_61574c49743f48df,1.0,1.0,0.0,0.0,0.0,0.0,0,224
D,case_edf483a2e22ff072,1.0,1.0,0.0,0.0,0.0,0.0,0,406
D,case_ba606002dc5ad76d,1.0,1.0,0.0,0.0,0.0,0.0,0,292
D,case_d05c7e6e7ae2b69a,1.0,1.0,0.0,0.0,0.0,0.0,0,210
D,case_228c81362f6250e4,1.0,1.0,0.0,0.0,0.0,0.0,0,375
D,case_f1f720eb55d0039c,1.0,1.0,0.0,0.0,0.0,0.0,0,178
D,case_2d89115fc9747a99,1.0,1.0,0.0,0.0,0.0,0.0,0,371
D,case_cb7d9a83a69e5be4,1.0,1.0,0.0,0.0,0.0,0.0,0,94
D,case_377803b8811c78af,1.0,1.0,0.0,0.0,0.0,0.0,0,478
D,case_0ac929dedfc54330,1.0,1.0,0.0,0.0,0.0,0.0,0,63
D,case_5470027df9fbf79d,1.0,1.0,0.0,0.0,0.0,0.0,0,300
D,case_e3cd5d37de98f5e7,1.0,1.0,0.0,0.0,0.0,0.0,0,249
D,case_86632918dabb96fb,1.0,1.0,0.0,0.0,0.0,0.0,0,151
D,case_d9cee511d276f7e4,1.0,1.0,0.0,0.0,0.0,0.0,0,115
D,case_42ff426da64b0fcd,1.0,1.0,0.0,0.0,0.0,0.0,0,202
D,case_e544bb28c4af7ec6,1.0,1.0,0.0,0.0,0.0,0.0,0,150
D,case_3d658854f0c847a2,1.0,1.0,0.0,0.0,0.0,0.0,0,363
D,case_b49f3563e388363d,1.0,1.0,0.0,0.0,0.0,0.0,0,343
D,case_e6be8c4712009390,1.0,1.0,0.0,0.0,0.0,0.0,0,425
D,case_1b3fc39bfabac605,1.0,1.0,0.0,0.0,0.0,0.0,0,317
D,case_44afd89ca16bc36a,1.0,1.0,0.0,0.0,0.0,0.0,0,153
D,case_c49944cf825a5e39,1.0,1.0,0.0,0.0,0.0,0.0,0,152
D,case_08cf42eb108b0214,1.0,1.0,0.0,0.0,0.0,0.0,0,102
D,case_12060f8438578d90,1.0,1.0,0.0,0.0,0.0,0.0,0,423
D,case_d74d4df4d0d5624b,1.0,1.0,0.0,0.0,0.0,0.0,0,186
D,case_d3d2117ae4d20f86,1.0,1.0,0.0,0.0,0.0,0.0,0,274
D,case_fdfe479d9468a054,1.0,1.0,0.0,0.0,0.0,0.0,0,330
